Book Title,Author,ISBN,Genre,Publication Year,Language,Stock,Price (NPR),Publisher,Reorder Point
Public Health Nutrition,Banira Giri,978-9937-337-50-2,Academic,2018,Nepali,59,600.15,Sajha Prakashan,18
Global Health Issues,Bhanu Aacharya,978-9937-583-74-0,Children's books,2024,Newari,49,747.82,Fine Print,17
Health Promotion and Disease Prevention,Maya Gurung,978-9937-698-26-3,Fiction,2021,Nepali,89,641.13,Pragya Publications,13
Health Communication,Rita Thapa,978-9937-370-37-9,Non-fiction,2021,Hindi,18,1644.26,Fine Print,5
Introduction to Physical Education,Anil Thapa,978-9937-176-36-0,Fiction,2022,Newari,99,749.33,Pragya Publications,16
Sports Science and Coaching,Nayan Raj Pandey,978-9937-688-14-3,Academic,2022,Nepali,50,408.92,Educational Publishing House,16
Physical Activity and Health,Dhruba Chandra Gautam,978-9937-299-80-9,Fiction,2018,English,50,717.41,Ekta Books,8
Recreational Therapy,Rachana Joshi,978-9937-937-67-2,Fiction,2019,Hindi,89,907.18,Educational Publishing House,7
Exercise Physiology,Rachana Joshi,978-9937-232-63-2,Non-fiction,2018,Maithili,87,397.78,Pragya Publications,12
Sports Psychology,Gyanendra Shrestha,978-9937-749-37-8,Fiction,2023,Hindi,3,1822.34,Sajha Prakashan,6
History of Physical Education in Nepal,Bhanu Aacharya,978-9937-992-28-2,Fiction,2022,Maithili,32,1378.98,Fine Print,8
Yoga and Mindfulness Practices,Ram Bahadur Chhetri,978-9937-227-78-2,Fiction,2018,English,9,1478.76,Mandala Book Point,19
Introduction to Environmental Studies,Anita Shrestha,978-9937-160-46-7,Non-fiction,2019,Maithili,24,1755.43,Educational Publishing House,16
Marine Biology: Concepts and Applications,Dhruba Chandra Gautam,978-9937-939-66-6,Fiction,2024,Nepali,55,1273.14,Himalayan Book Centre,6
Ecology: Principles and Applications,Upendra Subba,978-9937-247-12-2,Fiction,2022,Maithili,18,579.6,Ratna Pustak Bhandar,12
Botany: An Introduction,Purnima Acharya,978-9937-332-16-8,Fiction,2023,Maithili,57,1610.71,Fine Print,19
Zoology: Principles and Applications,Upendra Subba,978-9937-212-15-4,Academic,2019,Maithili,25,1345.15,Ratna Pustak Bhandar,5
Genetics: Concepts and Applications,Maya Gurung,978-9937-650-30-4,Non-fiction,2020,English,78,890.92,Nepalaya,19
Microbiology: An Overview,Pratiksha Sharma,978-9937-786-68-3,Academic,2022,Hindi,27,1119.49,Nepalaya,13
Evolutionary Biology: Concepts and Applications,Shanti Thapa,978-9937-422-49-3,Academic,2018,English,33,1325.54,Sajha Prakashan,17
Conservation Biology,Narayan Wagle,978-9937-583-10-5,Non-fiction,2024,English,10,1294.21,Himalayan Book Centre,19
Sustainable Development: Theory and Practice,Nirakar Shrestha,978-9937-587-22-3,Academic,2022,Nepali,84,1282.64,Sajha Prakashan,18
Disaster Management in Nepal,Banira Giri,978-9937-418-94-1,Non-fiction,2019,Hindi,86,278.54,Fine Print,18
Climate Change and Its Impact,Prema Shah,978-9937-782-47-9,Fiction,2018,Nepali,88,349.48,Ekta Books,16
Geological Hazards: Assessment and Management,Umesh Niraula,978-9937-537-72-6,Fiction,2022,Hindi,53,486.74,Ekta Books,17
Geographical Information Systems (GIS),Purnima Acharya,978-9937-533-97-5,Academic,2024,Maithili,27,1136.1,Mandala Book Point,16
Remote Sensing: Principles and Applications,Maya Gurung,978-9937-572-92-5,Academic,2022,Maithili,59,1843.83,Ekta Books,11
Water Resource Management,Girija Prasad Joshi,978-9937-453-22-6,Academic,2019,English,53,1828.73,Sajha Prakashan,18
Renewable Energy Technologies,Dharanidhar Koirala,978-9937-578-32-6,Non-fiction,2022,English,6,322.49,Ekta Books,17
Introduction to Agriculture,Dhruba Chandra Gautam,978-9937-733-66-1,Fiction,2024,Hindi,89,270.87,Ratna Pustak Bhandar,5
Food Security and Nutrition,Bhim Nidhi Tiwari,978-9937-638-72-4,Fiction,2019,Newari,61,1193.37,Educational Publishing House,16
Agroecology: Principles and Practices,Dinesh Raj Kafle,978-9937-303-96-4,Fiction,2020,Newari,49,1501.0,Mandala Book Point,19
Sustainable Agriculture,Bhanubhakta Acharya,978-9937-137-22-1,Fiction,2022,English,56,203.09,Mandala Book Point,13
Farm Management,Madan Mani Dixit,978-9937-530-60-6,Fiction,2019,Hindi,14,432.19,Nepalaya,15
Organic Farming: Theory and Practice,Ashesh Malla,978-9937-237-59-4,Non-fiction,2019,Maithili,18,1389.97,Ratna Pustak Bhandar,17
Introduction to Horticulture,Banira Giri,978-9937-576-63-2,Academic,2019,Newari,99,380.29,Mandala Book Point,12
Livestock Management,Suman Pokhrel,978-9937-953-31-9,Academic,2022,Hindi,12,781.97,Mandala Book Point,17
Veterinary Science: Principles and Applications,Shivaji Shrestha,978-9937-226-42-3,Academic,2018,Nepali,90,618.51,Himalayan Book Centre,12
Introduction to Forestry,Ashesh Malla,978-9937-337-18-6,Fiction,2018,Nepali,78,1564.62,Fine Print,19
Wildlife Conservation,Rajan Mukarung,978-9937-222-41-1,Fiction,2021,Nepali,96,825.14,Educational Publishing House,13
Environmental Policy and Governance,Dinesh Sharma,978-9937-573-76-3,Fiction,2020,English,94,661.67,Nepalaya,18
Community-Based Resource Management,Kamal Narayan Khand,978-9937-563-85-4,Academic,2021,Hindi,80,1229.55,Educational Publishing House,11
Social Work Principles and Practices,Shanti Thapa,978-9937-312-71-5,Non-fiction,2024,Nepali,100,631.67,Nepalaya,19
Introduction to Human Rights,Ramesh Kshitij,978-9937-904-76-0,Fiction,2018,Newari,41,840.53,Ekta Books,16
Child Rights and Protection,Ambika Prasad Upadhyaya,978-9937-701-89-0,Fiction,2024,Newari,33,1121.85,Sajha Prakashan,12
Women and Gender Studies,Girija Prasad Joshi,978-9937-625-99-1,Non-fiction,2023,Hindi,71,1159.17,Ratna Pustak Bhandar,9
Indigenous Rights and Issues,Siddhicharan Shrestha,978-9937-794-76-1,Fiction,2020,Nepali,11,1376.97,Pragya Publications,20
Social Issues and Problems in Nepal,Siddhicharan Shrestha,978-9937-241-41-3,Fiction,2021,Newari,57,661.62,Educational Publishing House,10
Globalization and Its Impact,Rajan Mukarung,978-9937-623-47-4,Children's books,2020,Nepali,38,1756.13,Bookhill,10
Introduction to Development Studies,Rita Thapa,978-9937-566-63-4,Fiction,2023,English,36,1312.74,Ekta Books,20
Policy Analysis and Advocacy,Kiran Shrestha,978-9937-679-32-0,Academic,2022,Nepali,77,1206.55,Bookhill,20
Social Justice and Equity,Nirakar Ghimire,978-9937-621-42-7,Academic,2023,Newari,95,551.65,Pragya Publications,14
Public Policy: Theory and Practice,Ramesh Rathi,978-9937-234-21-6,Children's books,2023,English,14,1857.21,Mandala Book Point,20
Microfinance and Poverty Alleviation,Shivaji Shrestha,978-9937-574-58-3,Fiction,2020,Maithili,30,1911.71,Himalayan Book Centre,19
Business Ethics and Corporate Social Responsibility,Suman Thapa,978-9937-981-40-1,Academic,2019,Maithili,20,618.45,Himalayan Book Centre,5
Business Law: An Overview,Prema Shah,978-9937-465-32-1,Fiction,2022,Hindi,98,902.51,Educational Publishing House,16
Financial Accounting: Principles and Practice,Sanjay Shrestha,978-9937-377-53-7,Academic,2024,English,84,1167.42,Himalayan Book Centre,7
Management Accounting,Prema Shah,978-9937-429-90-5,Fiction,2018,Hindi,73,1457.63,Bookhill,17
Cost Accounting Techniques,Anupama Bhattarai,978-9937-392-31-3,Academic,2019,English,41,893.39,Nepalaya,9
Investment Analysis and Portfolio Management,Sangita Thapa,978-9937-216-29-2,Academic,2018,Maithili,51,552.81,Sajha Prakashan,5
Taxation Principles and Practices,Bishow Karma,978-9937-729-64-3,Fiction,2018,Newari,69,1042.89,Pragya Publications,11
Business Communication: Theory and Practice,Gopal Yonzon,978-9937-338-49-9,Non-fiction,2022,Hindi,51,1157.13,Himalayan Book Centre,18
International Business: Concepts and Applications,Nirakar Shrestha,978-9937-594-63-0,Non-fiction,2023,English,7,1903.78,Himalayan Book Centre,13
Business Research Methods,Saraswati Prasad Koirala,978-9937-443-82-3,Fiction,2022,Hindi,79,692.93,Pragya Publications,5
Introduction to Human Behavior,Phatte Bahadur Singh,978-9937-171-16-7,Academic,2018,Maithili,34,907.2,Ekta Books,7
Social Psychology: An Overview,Dharanidhar Koirala,978-9937-324-24-8,Fiction,2021,Hindi,43,929.85,Himalayan Book Centre,6
Developmental Psychology,Manoj Kumar Sitaula,978-9937-692-43-9,Fiction,2023,Nepali,72,1885.39,Nepalaya,17
Cognitive Psychology,Jhamak Ghimire,978-9937-948-97-6,Academic,2024,English,54,741.4,Nepalaya,9
Neuroscience: Basics and Applications,Shrawan Mukarung,978-9937-783-88-2,Fiction,2019,Hindi,71,850.49,Sajha Prakashan,16
Experimental Psychology,Siddhicharan Shrestha,978-9937-770-76-6,Academic,2018,Newari,20,1028.06,Pragya Publications,8
Applied Psychology in Business,Bhanubhakta Acharya,978-9937-300-84-5,Non-fiction,2021,Maithili,7,1035.82,Nepalaya,17
Introduction to Communication Studies,Bhim Bahadur Koirala,978-9937-820-21-3,Academic,2021,Newari,56,256.43,Mandala Book Point,12
Mass Communication: Theory and Practice,Gokul Joshi,978-9937-414-19-5,Non-fiction,2023,Hindi,89,1515.21,Sajha Prakashan,13
Media Studies: An Overview,Sangita Thapa,978-9937-621-54-6,Academic,2018,English,52,1115.46,Sajha Prakashan,16
Journalism: Principles and Ethics,Bhim Nidhi Tiwari,978-9937-986-47-5,Fiction,2020,Newari,75,234.97,Bookhill,7
Public Relations: Concepts and Practices,Nisha Kharel,978-9937-967-82-9,Children's books,2024,English,79,1337.1,Bookhill,15
Advertising: Theory and Strategy,Dinesh Raj Kafle,978-9937-965-26-4,Non-fiction,2020,Newari,94,1253.47,Pragya Publications,9
Film Studies: An Introduction,Upendra Subba,978-9937-483-73-2,Academic,2022,Nepali,46,763.84,Ratna Pustak Bhandar,19
Introduction to Performing Arts,Saroj Sharma,978-9937-773-22-6,Academic,2024,Maithili,50,595.4,Himalayan Book Centre,19
Fine Arts Education,Subash Bhandari,978-9937-992-15-2,Non-fiction,2023,Hindi,22,1327.79,Mandala Book Point,12
Graphic Design Principles,Gopal Yonzon,978-9937-917-64-0,Non-fiction,2019,Newari,0,1613.39,Ratna Pustak Bhandar,7
Art History: A Comprehensive Overview,Bhanubhakta Acharya,978-9937-456-47-2,Non-fiction,2024,Newari,96,779.56,Himalayan Book Centre,15
Introduction to Music Education,Sarita Ghimire,978-9937-408-48-9,Academic,2022,Hindi,5,1414.53,Nepalaya,13
Musical Theory and Composition,Abhi Subedi,978-9937-338-71-4,Fiction,2024,Newari,72,1134.95,Fine Print,15
Visual Arts: Concepts and Techniques,Purnima Acharya,978-9937-179-95-1,Fiction,2024,Hindi,17,1836.87,Educational Publishing House,6
Photography: Principles and Practice,Dinesh Sharma,978-9937-587-96-6,Non-fiction,2024,English,42,1822.77,Pragya Publications,8
Creative Arts in Education,Saroj Bhandari,978-9937-461-62-9,Non-fiction,2022,English,72,349.32,Bookhill,19
Introduction to Drama and Theatre,Siddhicharan Shrestha,978-9937-115-32-7,Fiction,2019,Maithili,48,1463.15,Educational Publishing House,16
Philosophy of Art,Nitin Sitaula,978-9937-105-78-8,Academic,2021,Hindi,81,610.42,Nepalaya,16
Gender and Arts,Buddhi Narayan Shrestha,978-9937-161-98-9,Fiction,2018,Maithili,95,1946.57,Nepalaya,15
Introduction to Cultural Studies,Shrawan Mukarung,978-9937-329-17-2,Academic,2021,Maithili,49,1871.9,Educational Publishing House,14
Anthropology of Music,Banira Giri,978-9937-275-35-2,Fiction,2020,Newari,25,399.27,Ratna Pustak Bhandar,12
Introduction to Film Production,Umesh Niraula,978-9937-497-66-4,Academic,2020,Hindi,72,648.15,Ratna Pustak Bhandar,7
Documentary Film Making,Saroj Bhandari,978-9937-690-34-0,Fiction,2024,Maithili,89,791.45,Ekta Books,5
Introduction to Animation,Kamala Panta,978-9937-152-68-0,Fiction,2019,Newari,84,884.98,Fine Print,5
Creative Media Production,Manoj Kumar,978-9937-402-60-2,Non-fiction,2022,Hindi,88,453.45,Sajha Prakashan,8
Digital Arts: Concepts and Techniques,Dinesh Raj Kafle,978-9937-304-29-2,Fiction,2018,English,98,1089.23,Himalayan Book Centre,19
Game Design Principles,Maya Gurung,978-9937-835-87-0,Fiction,2019,Hindi,98,745.81,Educational Publishing House,17
Introduction to Fashion Design,Ram Bahadur Chhetri,978-9937-124-38-6,Non-fiction,2021,Nepali,96,940.0,Ekta Books,16
Textile Science: Basics and Applications,Anita Shrestha,978-9937-787-49-5,Children's books,2019,English,89,1682.67,Fine Print,10
Introduction to Interior Design,Shanti Thapa,978-9937-814-22-2,Academic,2024,Hindi,20,790.08,Nepalaya,10
Architecture: Basics and Design Principles,Jhamak Ghimire,978-9937-979-15-1,Fiction,2021,Maithili,87,1306.08,Nepalaya,14
Urban Design: Concepts and Applications,Abhi Subedi,978-9937-717-57-4,Fiction,2021,Nepali,20,1379.03,Sajha Prakashan,15
Landscape Architecture: Theory and Practice,Rachana Joshi,978-9937-793-14-1,Non-fiction,2021,Newari,25,781.58,Ekta Books,7
Introduction to Civil Engineering,Ramesh Kshitij,978-9937-294-47-0,Non-fiction,2023,Maithili,72,1153.09,Ratna Pustak Bhandar,7
Structural Engineering Basics,Nisha Kharel,978-9937-454-23-3,Academic,2022,Nepali,64,1191.27,Himalayan Book Centre,19
Transportation Engineering: An Overview,Dinesh Sharma,978-9937-857-74-5,Fiction,2019,Maithili,16,474.49,Pragya Publications,7
Environmental Engineering Principles,Abhijit Khatri,978-9937-762-92-1,Fiction,2023,Maithili,11,908.17,Fine Print,14
Water Resources Engineering,Dharanidhar Koirala,978-9937-105-89-8,Children's books,2022,Hindi,39,1247.18,Fine Print,8
Introduction to Computer Engineering,Shankar Lamichhane,978-9937-656-56-6,Fiction,2024,Maithili,83,902.56,Nepalaya,6
Computer Networks: Principles and Applications,Bhim Nidhi Tiwari,978-9937-381-94-6,Academic,2019,Newari,33,357.77,Bookhill,14
Embedded Systems Basics,Sudeep Koirala,978-9937-351-21-1,Fiction,2019,Maithili,98,1377.62,Himalayan Book Centre,16
Computer Architecture Fundamentals,Anita Shrestha,978-9937-962-93-7,Non-fiction,2022,Nepali,83,1221.9,Ratna Pustak Bhandar,9
Microprocessor Design: Theory and Applications,Siddhicharan Shrestha,978-9937-516-38-6,Non-fiction,2019,English,51,210.97,Sajha Prakashan,9
Information Systems Management,Hangyug Agyat,978-9937-623-81-4,Academic,2022,Hindi,81,624.09,Nepalaya,20
Software Development Lifecycle,Krishna Bhooshan Bal,978-9937-998-59-4,Non-fiction,2021,Newari,64,275.75,Himalayan Book Centre,7
Introduction to Electrical Engineering,Krishna Kumar Bhandari,978-9937-292-75-8,Fiction,2023,English,55,1260.52,Pragya Publications,12
Circuit Analysis and Design,Gopal Prasad Rimal,978-9937-735-88-4,Non-fiction,2023,Maithili,49,839.7,Fine Print,10
Electronics and Communication Engineering,Anupama Bhattarai,978-9937-459-14-5,Academic,2022,Hindi,42,217.76,Fine Print,9
Power Systems Engineering,Ramesh Bikal,978-9937-407-28-2,Academic,2024,Nepali,0,1934.53,Educational Publishing House,12
Renewable Energy Engineering,Suman Pokhrel,978-9937-476-42-3,Non-fiction,2023,Maithili,59,410.0,Ratna Pustak Bhandar,8
Introduction to Mechanical Engineering,Ramesh Kshitij,978-9937-428-45-4,Fiction,2023,Maithili,0,1595.05,Himalayan Book Centre,14
Thermodynamics: Principles and Applications,Buddhi Narayan Shrestha,978-9937-958-77-7,Academic,2023,Newari,14,1296.77,Ratna Pustak Bhandar,16
Fluid Mechanics Basics,Samrat Upadhyay,978-9937-229-53-8,Academic,2021,Hindi,51,242.27,Ekta Books,9
Materials Science: An Overview,Keshav Bhatta,978-9937-124-47-3,Children's books,2022,Newari,3,1077.31,Ekta Books,16
Manufacturing Processes: Theory and Practice,Sangita Thapa,978-9937-505-46-7,Fiction,2019,Hindi,70,309.92,Ekta Books,19
Engineering Mechanics: Basics and Applications,Parijat,978-9937-412-12-0,Non-fiction,2023,Hindi,57,1294.69,Fine Print,10
Engineering Management: Theory and Practice,Nisha Kharel,978-9937-495-22-0,Fiction,2023,Hindi,80,361.44,Fine Print,9
Introduction to Robotics,Anupama Bhattarai,978-9937-234-53-1,Fiction,2020,Maithili,84,1464.53,Ekta Books,8
Mechatronics: Concepts and Applications,Aastha Sharma,978-9937-976-34-4,Fiction,2018,Maithili,18,463.76,Educational Publishing House,20
Introduction to Artificial Intelligence and Robotics,Pawan Thapa,978-9937-911-28-7,Children's books,2020,Newari,92,343.05,Sajha Prakashan,7
Introduction to Data Science,Manjushree Thapa,978-9937-184-11-6,Fiction,2019,Newari,10,628.16,Ratna Pustak Bhandar,12
Data Analytics: Basics and Applications,Bhupi Sherchan,978-9937-100-57-7,Academic,2019,English,10,516.91,Educational Publishing House,19
Big Data Technologies,Sanjay Baral,978-9937-112-13-4,Non-fiction,2024,Hindi,6,352.86,Educational Publishing House,6
Introduction to Blockchain Technology,Pawan Thapa,978-9937-235-56-8,Fiction,2022,Newari,30,264.31,Nepalaya,6
Introduction to Cloud Computing,Sanjay Kumar Thapa,978-9937-321-46-5,Academic,2022,Hindi,98,1330.7,Pragya Publications,18
Cybersecurity Fundamentals,Narayan Wagle,978-9937-143-51-2,Fiction,2024,English,1,1276.65,Educational Publishing House,15
Introduction to Agile Project Management,Dharanidhar Koirala,978-9937-435-15-5,Academic,2019,Newari,83,1812.77,Pragya Publications,6
Scrum and Lean Methodologies,Girija Prasad Joshi,978-9937-445-49-9,Fiction,2021,Newari,53,459.75,Ekta Books,6
Digital Transformation Strategies,Nitin Sitaula,978-9937-188-43-3,Fiction,2019,Nepali,59,1656.2,Pragya Publications,6
Introduction to Business Intelligence,Bhim Nidhi Tiwari,978-9937-352-25-2,Fiction,2024,Nepali,65,1703.26,Sajha Prakashan,18
Ethical Hacking and Cybersecurity,Dipesh Sharma,978-9937-809-71-6,Academic,2021,Nepali,51,1292.82,Fine Print,8
Introduction to Systems Analysis and Design,Subash Bhandari,978-9937-959-58-9,Children's books,2022,Newari,49,1936.01,Bookhill,19
Human-Computer Interaction,Buddhi Narayan Shrestha,978-9937-979-23-8,Non-fiction,2019,English,73,467.5,Fine Print,13
Introduction to Software Testing,Sanjay Kumar Thapa,978-9937-918-76-5,Non-fiction,2018,Hindi,75,1267.87,Himalayan Book Centre,17
Introduction to Mobile Application Development,Yuyutsu Sharma,978-9937-548-17-1,Fiction,2021,English,64,1852.77,Sajha Prakashan,6
Bal Ghar,Manoj Kumar Sitaula,978-9937-443-88-3,Academic,2024,Hindi,88,925.63,Bookhill,20
Chhito Thito,Jhamak Ghimire,978-9937-188-51-7,Non-fiction,2024,Maithili,56,335.87,Fine Print,7
Ramailo Yatra,Dhruba Chandra Gautam,978-9937-407-73-2,Fiction,2020,Maithili,78,266.35,Himalayan Book Centre,13
Jatra Ma Jatra,Nirakar Shrestha,978-9937-581-24-9,Academic,2019,Hindi,88,411.94,Bookhill,14
Chhito Ghar,Girija Prasad Joshi,978-9937-683-81-7,Fiction,2021,Maithili,73,1631.62,Fine Print,16
Ram Ram Ramailo,Dinesh Raj Kafle,978-9937-178-51-5,Fiction,2021,Nepali,99,1792.22,Ratna Pustak Bhandar,5
Baal Bihani,Anita Shrestha,978-9937-924-82-2,Academic,2021,Maithili,52,441.81,Fine Print,20
Chhito Ghar Ko Paila,Anupama Bhattarai,978-9937-679-91-9,Non-fiction,2023,Nepali,67,1788.99,Bookhill,10
Chhalphal Ko Paila,Rajan Mukarung,978-9937-556-53-1,Academic,2023,English,81,977.59,Mandala Book Point,14
Ghar Ko Katha,Abhi Subedi,978-9937-458-93-3,Fiction,2023,Newari,36,1365.96,Pragya Publications,20
Ek Chhito Sapana,Maya Sharma,978-9937-342-89-4,Fiction,2021,English,35,646.01,Mandala Book Point,19
Khushi Ko Duniya,Madan Mani Dixit,978-9937-723-87-4,Academic,2019,Hindi,86,1218.09,Bookhill,11
Sundar Pustak,Suman Pokhrel,978-9937-939-21-6,Children's books,2024,Newari,78,1908.93,Himalayan Book Centre,15
Bato Ko Bato,Nisha Kharel,978-9937-388-45-1,Academic,2022,English,94,1784.1,Educational Publishing House,15
Chhito Masta,Maya Sharma,978-9937-577-52-1,Children's books,2022,Maithili,83,1793.35,Ekta Books,18
Ghar Ko Khusi,Suman Thapa,978-9937-456-15-5,Academic,2019,Newari,78,240.8,Ratna Pustak Bhandar,16
Khushi Ko Ghar,Rita Thapa,978-9937-947-31-8,Academic,2020,English,15,1140.89,Ekta Books,18
Ujyaalo Aakash,Saroj Sharma,978-9937-790-68-8,Fiction,2022,Nepali,63,827.84,Sajha Prakashan,17
Bal Bhet,Bhim Nidhi Tiwari,978-9937-496-36-6,Academic,2020,Maithili,61,837.41,Himalayan Book Centre,12
Suno Kahani,Kamal Narayan Khand,978-9937-955-16-4,Academic,2023,English,40,517.54,Bookhill,12
Jatra Ma Bhet,Ramesh Rathi,978-9937-697-42-2,Fiction,2021,Newari,88,692.23,Himalayan Book Centre,19
Ramailo Kahani,Gokul Joshi,978-9937-102-66-3,Fiction,2022,Newari,15,1441.7,Fine Print,7
Baal Pustak,Gyanendra Shrestha,978-9937-506-72-2,Academic,2024,Nepali,42,1658.35,Himalayan Book Centre,6
Chhito Pataka,Bhupi Sherchan,978-9937-881-12-5,Fiction,2021,Nepali,5,374.78,Bookhill,20
Baal Manch,Anita Shrestha,978-9937-612-80-5,Academic,2023,English,59,587.75,Mandala Book Point,5
Chhito Yatra,Dinesh Sharma,978-9937-834-39-8,Children's books,2024,Newari,22,887.12,Mandala Book Point,14
Bal Ramailo,Ambika Prasad Upadhyaya,978-9937-665-68-3,Children's books,2020,English,89,585.22,Ratna Pustak Bhandar,5
Ramailo Patak,Umesh Niraula,978-9937-732-83-8,Non-fiction,2018,Maithili,83,1173.68,Ratna Pustak Bhandar,15
Bal Ko Chalo,Sangita Thapa,978-9937-320-83-1,Academic,2022,Maithili,41,1136.42,Himalayan Book Centre,7
Ek Paila Ramailo,Hangyug Agyat,978-9937-905-29-1,Fiction,2018,Hindi,82,1334.81,Fine Print,5
Bal Ramailo Pustak,Deepak Sharma,978-9937-236-99-5,Fiction,2021,Newari,74,1856.84,Ekta Books,10
Baal Ghar Ko Katha,Abhijit Khatri,978-9937-295-75-3,Fiction,2021,Newari,42,780.93,Ekta Books,13
Ramailo Sundar,Nirakar Shrestha,978-9937-588-23-4,Academic,2024,Newari,92,1888.41,Ekta Books,17
Chhalphal Ko Ghar,Saroj Sharma,978-9937-234-12-6,Non-fiction,2020,Newari,88,208.2,Sajha Prakashan,20
Chhito Ramailo,Krishna Kumar Bhandari,978-9937-807-52-5,Fiction,2018,Nepali,26,1076.44,Educational Publishing House,7
Khusi Ko Bato,Maya Sharma,978-9937-275-35-8,Fiction,2018,Nepali,24,222.86,Pragya Publications,5
Bal Bhatbhateni,Ramesh Kshitij,978-9937-615-21-1,Academic,2023,Hindi,6,1990.01,Pragya Publications,14
Baal Ghar Ko Ramailo,Anita Shrestha,978-9937-117-33-4,Academic,2024,Nepali,1,579.77,Mandala Book Point,7
Chhito Khushi,Bishweshwar Prasad Koirala,978-9937-146-99-6,Fiction,2019,Hindi,4,1161.54,Mandala Book Point,14
Chhakka Pataka,Jhamak Ghimire,978-9937-794-65-8,Fiction,2019,Hindi,39,1744.22,Ekta Books,16
Ramailo Chhalphal,Madan Mani Dixit,978-9937-977-13-8,Fiction,2023,Nepali,59,533.26,Educational Publishing House,11
Bal Sundarta,Siddhicharan Shrestha,978-9937-113-19-9,Academic,2021,Nepali,45,1857.15,Himalayan Book Centre,7
Chhito Ujyalo,Anita Shrestha,978-9937-907-85-2,Non-fiction,2022,Maithili,48,561.74,Ekta Books,13
Khushi Ko Yatra,Madhav Prasad Ghimire,978-9937-288-81-9,Non-fiction,2024,Newari,33,1761.79,Nepalaya,15
Bal Kahani Pustak,Madan Mani Dixit,978-9937-968-81-5,Fiction,2021,Newari,53,1223.17,Ratna Pustak Bhandar,18
Baal Ramailo Yatra,Dinesh Raj Kafle,978-9937-695-54-8,Non-fiction,2024,Hindi,34,1291.67,Nepalaya,18
Chhito Bal Ghar,Subash Bhandari,978-9937-517-34-0,Children's books,2021,English,85,1725.64,Ekta Books,11
Ek Paila Khushi,Nirakar Shrestha,978-9937-427-89-6,Fiction,2018,Nepali,69,1128.1,Himalayan Book Centre,16
Bal Ghar Ko Ramailo,Ram Bahadur Chhetri,978-9937-978-58-2,Non-fiction,2023,Hindi,10,371.88,Ekta Books,14
Ramailo Chhito,Sanjay Kumar Thapa,978-9937-322-73-5,Fiction,2020,Hindi,59,566.77,Educational Publishing House,18
Chhalphal Ko Bato,Sangita Thapa,978-9937-798-83-1,Non-fiction,2019,English,45,668.33,Nepalaya,12
Baal Sundar Pustak,Sudeep Koirala,978-9937-275-51-8,Children's books,2019,Nepali,29,351.84,Himalayan Book Centre,17
Khusi Ko Ramailo,Ramesh Bikal,978-9937-503-25-6,Children's books,2020,Hindi,49,1873.06,Fine Print,16
Jatra Ma Khushi,Sudeep Koirala,978-9937-554-94-4,Academic,2023,English,72,753.08,Mandala Book Point,17
Sajilo Bal Katha,Gyanendra Shrestha,978-9937-360-18-4,Academic,2021,Hindi,87,255.54,Pragya Publications,5
Bal Kahani Ramailo,Sanjay Baral,978-9937-838-46-3,Fiction,2021,Nepali,80,1652.96,Fine Print,18
Baal Yatra,Aastha Sharma,978-9937-816-20-7,Fiction,2023,Newari,94,387.69,Himalayan Book Centre,13
Chhito Sundar,Gopal Prasad Rimal,978-9937-584-80-8,Academic,2020,Hindi,23,1823.26,Ekta Books,20
Ramailo Ghar Ko Katha,Buddhisagar,978-9937-254-86-9,Children's books,2019,Nepali,64,764.85,Fine Print,13
Baal Ghar Ko Chhito,Girija Prasad Joshi,978-9937-735-17-9,Non-fiction,2021,English,7,1476.48,Bookhill,9
Khusi Ko Pataka,Parijat,978-9937-484-66-4,Fiction,2019,Newari,77,1354.4,Himalayan Book Centre,8
Chhalphal Ko Kahani,Rupa Joshi,978-9937-818-83-1,Academic,2023,English,87,936.77,Nepalaya,5
Bal Ramailo Ghar,Suman Pokhrel,978-9937-688-89-0,Academic,2019,Maithili,92,994.85,Nepalaya,6
Chhito Ramailo Yatra,Anil Thapa,978-9937-733-20-6,Children's books,2024,English,58,760.91,Pragya Publications,19
Baal Patak,Maya Gurung,978-9937-594-96-9,Academic,2020,Nepali,14,1200.03,Sajha Prakashan,16
Sundar Yatra,Buddhisagar,978-9937-784-16-5,Academic,2022,English,2,1823.41,Bookhill,11
Khushi Ko Kahani,Dinesh Sharma,978-9937-626-49-7,Non-fiction,2019,Newari,25,1943.49,Ekta Books,5
Bal Bhat Bhateni,Narayan Wagle,978-9937-533-90-5,Fiction,2022,English,42,848.53,Bookhill,19
Chhito Bal Ramailo,Ramesh Rathi,978-9937-773-99-7,Fiction,2021,Hindi,95,701.77,Educational Publishing House,18
Jatra Ma Ramailo,Kedar Man Singh,978-9937-956-86-6,Fiction,2020,Maithili,64,1949.19,Pragya Publications,10
Bal Ghar Yatra,Ravi Thapa,978-9937-726-78-9,Non-fiction,2024,English,83,1719.89,Educational Publishing House,9
Chhalphal Ghar,Subin Bhattarai,978-9937-484-32-5,Academic,2018,Maithili,40,680.84,Fine Print,16
Chhito Khusi Yatra,Jhamak Ghimire,978-9937-866-21-6,Children's books,2024,Maithili,100,1972.25,Sajha Prakashan,20
Ramailo Ghar,Bhim Bahadur Koirala,978-9937-586-85-5,Fiction,2020,English,99,284.51,Ekta Books,14
Bal Sundar Kahani,Madhav Prasad Ghimire,978-9937-610-96-6,Fiction,2020,Maithili,80,802.33,Ratna Pustak Bhandar,5
